ip,day,ts,active,apparent,cos_phi,reactive,tension1_2,tension2_3,tension3_1
192.168.0.4,2022-10-05,2022-10-05 19:30:00+02:00,161600.0,161840.0,-0.9895,-13227.0,236.41,236.12,236.6667
192.168.0.4,2022-10-05,2022-10-05 19:45:00+02:00,143620.0,148040.0,-0.9877,-17240.0,236.905,236.6,236.86
192.168.0.4,2022-10-05,2022-10-05 20:00:00+02:00,142453.0,146947.0,-0.9856,-15987.0,237.7067,237.2,237.8767
192.168.0.4,2022-10-05,2022-10-05 20:15:00+02:00,140820.0,144480.0,-0.9867,-17180.0,238.38,237.92,238.45
192.168.0.4,2022-10-05,2022-10-05 20:30:00+02:00,144107.0,147587.0,-0.99,-15413.0,238.58,238.2633,238.6367
192.168.0.4,2022-10-05,2022-10-05 20:45:00+02:00,157580.0,156560.0,-0.9906,-12460.0,238.33,237.985,238.17
192.168.0.4,2022-10-05,2022-10-05 21:00:00+02:00,142933.0,143640.0,-0.988,-14773.0,238.9633,238.74,238.9333
192.168.0.4,2022-10-05,2022-10-05 21:15:00+02:00,128440.0,130240.0,-0.9841,-15760.0,237.525,237.065,237.745
192.168.0.4,2022-10-05,2022-10-05 21:30:00+02:00,116947.0,120333.0,-0.9822,-14840.0,237.13,236.8133,237.2433
192.168.0.4,2022-10-05,2022-10-05 21:45:00+02:00,116440.0,117740.0,-0.9832,-15620.0,237.47,237.36,237.5
192.168.0.4,2022-10-05,2022-10-05 22:00:00+02:00,125107.0,129347.0,-0.9845,-15453.0,237.4967,237.1333,237.4867
192.168.0.4,2022-10-05,2022-10-05 22:15:00+02:00,112860.0,117700.0,-0.9835,-14060.0,237.285,237.025,237.44
192.168.0.4,2022-10-05,2022-10-05 22:30:00+02:00,116693.0,118680.0,-0.9841,-15667.0,237.22,236.9667,237.24
192.168.0.4,2022-10-05,2022-10-05 22:45:00+02:00,113740.0,116080.0,-0.9795,-15340.0,237.53,237.305,237.5
192.168.0.4,2022-10-05,2022-10-05 23:00:00+02:00,110280.0,113013.0,-0.9831,-14653.0,237.72,237.5467,237.8133
192.168.0.4,2022-10-05,2022-10-05 23:15:00+02:00,89760.0,91840.0,-0.9748,-14560.0,237.75,237.14,237.83
192.168.0.4,2022-10-05,2022-10-05 23:30:00+02:00,84573.0,87373.0,-0.9747,-14067.0,237.66,237.42,237.6267
192.168.0.4,2022-10-05,2022-10-05 23:45:00+02:00,95180.0,97420.0,-0.9816,-13160.0,238.11,237.96,238.05
192.168.0.4,2022-10-06,2022-10-06 00:00:00+02:00,82427.0,83853.0,-0.974,-13440.0,237.27,237.2333,237.4267
192.168.0.4,2022-10-06,2022-10-06 00:15:00+02:00,74880.0,77060.0,-0.9703,-13280.0,237.635,237.17,237.32
192.168.0.4,2022-10-06,2022-10-06 00:30:00+02:00,72453.0,76027.0,-0.9652,-14533.0,238.2767,237.5967,237.7733
192.168.0.4,2022-10-06,2022-10-06 00:45:00+02:00,71900.0,74760.0,-0.9612,-14580.0,238.13,237.88,238.045
192.168.0.4,2022-10-06,2022-10-06 01:00:00+02:00,73280.0,74960.0,-0.9722,-11920.0,237.5967,237.5733,237.51
192.168.0.4,2022-10-06,2022-10-06 01:15:00+02:00,66680.0,69680.0,-0.9683,-13480.0,238.17,237.74,237.65
192.168.0.4,2022-10-06,2022-10-06 01:30:00+02:00,66580.0,69480.0,-0.962,-14480.0,238.46,238.12,238.235
192.168.0.4,2022-10-06,2022-10-06 01:45:00+02:00,66820.0,70260.0,-0.9582,-14640.0,239.355,238.94,239.05
192.168.0.4,2022-10-06,2022-10-06 02:00:00+02:00,62653.0,65693.0,-0.9537,-14827.0,239.2833,239.0733,239.1033
192.168.0.4,2022-10-06,2022-10-06 02:15:00+02:00,59560.0,62480.0,-0.9543,-14240.0,239.02,238.84,238.98
192.168.0.4,2022-10-06,2022-10-06 02:30:00+02:00,57800.0,61160.0,-0.9432,-15360.0,238.86,238.67,238.73
192.168.0.4,2022-10-06,2022-10-06 02:45:00+02:00,60120.0,63580.0,-0.9494,-14720.0,238.86,238.34,238.695
192.168.0.4,2022-10-06,2022-10-06 03:00:00+02:00,54600.0,58360.0,-0.9387,-15467.0,238.97,238.75,238.7467
192.168.0.4,2022-10-06,2022-10-06 03:15:00+02:00,54100.0,57840.0,-0.9384,-14600.0,239.295,238.97,238.995
192.168.0.4,2022-10-06,2022-10-06 03:30:00+02:00,52300.0,56660.0,-0.9338,-15320.0,239.51,239.135,239.18
192.168.0.4,2022-10-06,2022-10-06 03:45:00+02:00,50600.0,55680.0,-0.921,-16480.0,238.84,238.53,238.92
192.168.0.4,2022-10-06,2022-10-06 04:00:00+02:00,54373.0,57720.0,-0.9368,-15707.0,239.74,239.5567,239.4733
192.168.0.4,2022-10-06,2022-10-06 04:15:00+02:00,55960.0,59780.0,-0.9404,-15740.0,239.855,239.565,239.56
192.168.0.4,2022-10-06,2022-10-06 04:30:00+02:00,56160.0,59573.0,-0.9433,-15480.0,239.91,239.51,239.46
192.168.0.4,2022-10-06,2022-10-06 05:00:00+02:00,56947.0,60200.0,-0.9494,-14107.0,239.0867,238.6967,238.8
192.168.0.4,2022-10-06,2022-10-06 05:15:00+02:00,58040.0,61400.0,-0.9469,-14840.0,238.365,238.17,238.13
192.168.0.4,2022-10-06,2022-10-06 05:30:00+02:00,58400.0,62040.0,-0.9504,-13680.0,238.45,238.01,238.45
192.168.0.4,2022-10-06,2022-10-06 05:45:00+02:00,67760.0,70100.0,-0.9643,-12960.0,238.15,237.83,237.805
192.168.0.4,2022-10-06,2022-10-06 06:00:00+02:00,68660.0,70200.0,-0.9588,-15060.0,238.66,238.475,238.64
192.168.0.4,2022-10-06,2022-10-06 06:15:00+02:00,81480.0,82280.0,-0.9721,-14360.0,238.33,238.21,237.55
192.168.0.4,2022-10-06,2022-10-06 06:30:00+02:00,84000.0,83760.0,-0.9682,-14560.0,237.97,237.88,237.49
192.168.0.4,2022-10-06,2022-10-06 06:45:00+02:00,87780.0,89860.0,-0.9764,-14680.0,238.57,237.795,237.975
192.168.0.4,2022-10-06,2022-10-06 07:00:00+02:00,94813.0,96213.0,-0.9793,-13973.0,237.2333,236.8633,236.9033
192.168.0.4,2022-10-06,2022-10-06 07:15:00+02:00,104440.0,104960.0,-0.9832,-13780.0,237.08,237.125,237.115
192.168.0.4,2022-10-06,2022-10-06 07:30:00+02:00,99480.0,101507.0,-0.9748,-15067.0,236.8033,236.5033,236.8767
192.168.0.4,2022-10-06,2022-10-06 07:45:00+02:00,110140.0,112200.0,-0.9838,-14100.0,236.615,236.22,236.62
192.168.0.4,2022-10-06,2022-10-06 08:00:00+02:00,105200.0,108253.0,-0.9842,-12067.0,236.5067,236.24,236.1267
192.168.0.4,2022-10-06,2022-10-06 08:15:00+02:00,96960.0,99140.0,-0.9811,-12520.0,236.575,236.56,236.44
192.168.0.4,2022-10-06,2022-10-06 08:30:00+02:00,110587.0,112227.0,-0.9834,-11333.0,236.66,236.1733,236.36
192.168.0.4,2022-10-06,2022-10-06 08:45:00+02:00,114720.0,116060.0,-0.9808,-10860.0,236.515,236.32,236.445
192.168.0.4,2022-10-06,2022-10-06 09:00:00+02:00,110460.0,111480.0,-0.9836,-9760.0,236.875,236.86,236.845
192.168.0.4,2022-10-06,2022-10-06 09:15:00+02:00,111300.0,114520.0,-0.9806,-11060.0,237.29,237.15,237.09
192.168.0.4,2022-10-06,2022-10-06 09:30:00+02:00,94240.0,96427.0,-0.9785,-13067.0,237.6133,237.39,237.3833
192.168.0.4,2022-10-06,2022-10-06 09:45:00+02:00,97120.0,99500.0,-0.9776,-11700.0,237.91,237.56,237.66
192.168.0.4,2022-10-06,2022-10-06 10:00:00+02:00,93227.0,94813.0,-0.977,-12547.0,238.48,238.3767,238.2767
192.168.0.4,2022-10-06,2022-10-06 10:15:00+02:00,96100.0,97160.0,-0.9784,-12240.0,238.865,238.285,238.495
192.168.0.4,2022-10-06,2022-10-06 10:30:00+02:00,85827.0,88453.0,-0.9714,-12480.0,239.0033,238.6333,238.64
192.168.0.4,2022-10-06,2022-10-06 10:45:00+02:00,74720.0,79320.0,-0.9664,-12120.0,238.595,238.655,238.72
192.168.0.4,2022-10-06,2022-10-06 11:00:00+02:00,61120.0,63267.0,-0.9424,-12707.0,238.8067,238.55,238.6333
192.168.0.4,2022-10-06,2022-10-06 11:15:00+02:00,61300.0,65760.0,-0.9426,-12340.0,238.7,238.78,238.36
192.168.0.4,2022-10-06,2022-10-06 11:30:00+02:00,63200.0,67493.0,-0.9436,-13107.0,238.0133,237.8433,237.9167
192.168.0.4,2022-10-06,2022-10-06 11:45:00+02:00,71140.0,75820.0,-0.9604,-11620.0,238.135,237.7,237.56
192.168.0.4,2022-10-06,2022-10-06 12:00:00+02:00,69973.0,73960.0,-0.9544,-13747.0,238.0967,238.0733,238.4167
192.168.0.4,2022-10-06,2022-10-06 12:15:00+02:00,69360.0,71880.0,-0.964,-10720.0,238.57,238.19,238.33
192.168.0.4,2022-10-06,2022-10-06 12:30:00+02:00,52300.0,55960.0,-0.9462,-9540.0,238.13,238.07,238.12
192.168.0.4,2022-10-06,2022-10-06 12:45:00+02:00,54020.0,57000.0,-0.9249,-12380.0,238.585,238.165,238.455
192.168.0.4,2022-10-06,2022-10-06 13:00:00+02:00,41707.0,46227.0,-0.9111,-11600.0,238.6967,238.4467,238.7067
192.168.0.4,2022-10-06,2022-10-06 13:15:00+02:00,38200.0,42800.0,-0.8927,-13160.0,239.28,238.87,238.98
192.168.0.4,2022-10-06,2022-10-06 13:30:00+02:00,52520.0,55240.0,-0.9347,-12800.0,238.595,238.38,238.375
192.168.0.4,2022-10-06,2022-10-06 13:45:00+02:00,29020.0,36300.0,-0.8277,-10860.0,238.98,238.79,239.025
192.168.0.4,2022-10-06,2022-10-06 14:00:00+02:00,18200.0,27840.0,-0.6391,-14480.0,239.4,239.4,239.17
192.168.0.4,2022-10-06,2022-10-06 14:15:00+02:00,21740.0,29260.0,-0.7388,-14360.0,239.47,239.17,239.17
192.168.0.4,2022-10-06,2022-10-06 14:30:00+02:00,23600.0,31200.0,-0.715,-14300.0,238.87,238.69,238.955
192.168.0.4,2022-10-06,2022-10-06 14:45:00+02:00,32180.0,37980.0,-0.8268,-12620.0,239.185,238.795,238.565
192.168.0.4,2022-10-06,2022-10-06 15:00:00+02:00,25940.0,31500.0,-0.7504,-14280.0,239.355,238.965,239.24
192.168.0.4,2022-10-06,2022-10-06 15:15:00+02:00,30400.0,39800.0,-0.8498,-14200.0,238.57,238.68,238.83
192.168.0.4,2022-10-06,2022-10-06 15:30:00+02:00,20360.0,28920.0,-0.6857,-12900.0,239.28,239.09,239.43
192.168.0.4,2022-10-06,2022-10-06 15:45:00+02:00,35480.0,41520.0,-0.8397,-14560.0,239.43,239.34,239.37
192.168.0.4,2022-10-06,2022-10-06 16:00:00+02:00,57520.0,61893.0,-0.915,-13933.0,238.48,238.2333,238.6467
192.168.0.4,2022-10-06,2022-10-06 16:15:00+02:00,65060.0,67160.0,-0.9266,-12940.0,238.325,238.28,238.495
192.168.0.4,2022-10-06,2022-10-06 16:30:00+02:00,60267.0,64467.0,-0.9379,-13853.0,238.9467,238.8533,239.03
192.168.0.4,2022-10-06,2022-10-06 16:45:00+02:00,63440.0,62480.0,-0.9577,-10760.0,238.9,238.72,238.42
192.168.0.4,2022-10-06,2022-10-06 17:00:00+02:00,56587.0,60453.0,-0.9222,-15133.0,239.0133,238.7333,238.9
192.168.0.4,2022-10-06,2022-10-06 17:15:00+02:00,53680.0,59280.0,-0.9178,-16960.0,239.16,238.92,239.1
192.168.0.4,2022-10-06,2022-10-06 17:30:00+02:00,72140.0,77540.0,-0.9436,-17380.0,238.84,238.64,238.695
192.168.0.4,2022-10-06,2022-10-06 18:00:00+02:00,119000.0,119000.0,-0.984,-14053.0,237.55,237.11,237.5067
192.168.0.4,2022-10-06,2022-10-06 18:15:00+02:00,112500.0,114440.0,-0.9847,-13400.0,236.945,236.995,237.08
192.168.0.4,2022-10-06,2022-10-06 18:30:00+02:00,120760.0,122900.0,-0.9841,-14240.0,236.7,236.59,236.99
192.168.0.4,2022-10-06,2022-10-06 18:45:00+02:00,136260.0,139200.0,-0.9876,-14240.0,236.835,236.325,236.67
192.168.0.4,2022-10-06,2022-10-06 19:00:00+02:00,151987.0,154427.0,-0.9891,-13240.0,236.2767,236.2133,236.6133
192.168.0.4,2022-10-06,2022-10-06 19:15:00+02:00,148400.0,148160.0,-0.9904,-12900.0,235.955,235.435,235.505
192.168.0.4,2022-10-06,2022-10-06 19:30:00+02:00,157573.0,157053.0,-0.9918,-13280.0,235.7833,235.36,235.59
192.168.0.4,2022-10-06,2022-10-06 19:45:00+02:00,151620.0,155400.0,-0.992,-12980.0,235.775,235.45,235.535
192.168.0.4,2022-10-06,2022-10-06 20:00:00+02:00,150293.0,152547.0,-0.9895,-12720.0,236.5867,236.5967,236.6533
192.168.0.4,2022-10-06,2022-10-06 20:15:00+02:00,143520.0,146500.0,-0.991,-12460.0,237.245,237.14,237.17
192.168.0.4,2022-10-06,2022-10-06 20:30:00+02:00,138707.0,138733.0,-0.9892,-14840.0,237.84,237.5133,237.58
192.168.0.4,2022-10-06,2022-10-06 20:45:00+02:00,125240.0,128140.0,-0.9842,-15180.0,238.155,238.125,237.99
192.168.0.4,2022-10-06,2022-10-06 21:00:00+02:00,119773.0,122080.0,-0.9839,-15560.0,238.56,238.39,238.62
192.168.0.4,2022-10-06,2022-10-06 21:15:00+02:00,113320.0,114260.0,-0.9823,-15320.0,239.165,239.05,239.105
192.168.0.4,2022-10-06,2022-10-06 21:30:00+02:00,108147.0,111520.0,-0.978,-15960.0,237.4867,237.3867,237.61
192.168.0.4,2022-10-06,2022-10-06 21:45:00+02:00,113420.0,116040.0,-0.9807,-16300.0,237.44,237.23,237.32
192.168.0.4,2022-10-06,2022-10-06 22:00:00+02:00,109600.0,112000.0,-0.9758,-16520.0,237.74,237.7033,237.7933
192.168.0.4,2022-10-06,2022-10-06 22:15:00+02:00,102680.0,104400.0,-0.9763,-16040.0,237.86,237.7,237.74
192.168.0.4,2022-10-06,2022-10-06 22:30:00+02:00,118933.0,122427.0,-0.9774,-16453.0,237.9533,237.6667,238.0467
192.168.0.4,2022-10-06,2022-10-06 22:45:00+02:00,99900.0,102120.0,-0.975,-15680.0,238.21,237.87,237.945
192.168.0.4,2022-10-06,2022-10-06 23:00:00+02:00,101067.0,104293.0,-0.9738,-14507.0,236.8733,236.7733,236.9233
192.168.0.4,2022-10-06,2022-10-06 23:15:00+02:00,105400.0,110320.0,-0.9795,-13080.0,236.64,236.25,236.43
192.168.0.4,2022-10-06,2022-10-06 23:30:00+02:00,87920.0,90560.0,-0.9693,-14547.0,237.0167,236.4,236.6833
192.168.0.4,2022-10-06,2022-10-06 23:45:00+02:00,94360.0,97440.0,-0.97,-14540.0,237.935,237.175,237.8
192.168.0.4,2022-10-07,2022-10-07 00:00:00+02:00,86573.0,90347.0,-0.9653,-14773.0,237.97,237.7367,237.63
192.168.0.4,2022-10-07,2022-10-07 00:15:00+02:00,78520.0,82160.0,-0.9589,-15080.0,238.74,238.465,238.5
192.168.0.4,2022-10-07,2022-10-07 00:30:00+02:00,73360.0,77387.0,-0.9563,-15547.0,239.3333,239.0533,239.16
192.168.0.4,2022-10-07,2022-10-07 00:45:00+02:00,72420.0,75860.0,-0.9566,-13440.0,239.545,239.13,239.25
192.168.0.4,2022-10-07,2022-10-07 01:00:00+02:00,70173.0,72893.0,-0.9562,-13467.0,240.31,240.1433,240.25
192.168.0.4,2022-10-07,2022-10-07 01:15:00+02:00,65460.0,67940.0,-0.9569,-12880.0,240.665,240.5,240.485
192.168.0.4,2022-10-07,2022-10-07 01:30:00+02:00,63307.0,66493.0,-0.9539,-13893.0,240.14,239.9967,240.1033
192.168.0.4,2022-10-07,2022-10-07 01:45:00+02:00,66760.0,68820.0,-0.955,-14780.0,240.29,240.11,240.17
192.168.0.4,2022-10-07,2022-10-07 02:00:00+02:00,57413.0,61187.0,-0.9408,-15827.0,240.81,240.67,240.63
192.168.0.4,2022-10-07,2022-10-07 02:15:00+02:00,55220.0,58100.0,-0.9352,-15220.0,241.27,240.98,240.985
192.168.0.4,2022-10-07,2022-10-07 02:30:00+02:00,58813.0,62013.0,-0.948,-15573.0,240.8067,240.3867,240.2233
192.168.0.4,2022-10-07,2022-10-07 02:45:00+02:00,52620.0,56180.0,-0.9342,-14640.0,240.75,240.33,240.33
192.168.0.4,2022-10-07,2022-10-07 03:00:00+02:00,57380.0,60840.0,-0.9417,-13840.0,240.615,240.415,240.575
192.168.0.4,2022-10-07,2022-10-07 03:15:00+02:00,52740.0,56600.0,-0.9295,-15580.0,240.26,240.17,240.15
192.168.0.4,2022-10-07,2022-10-07 03:30:00+02:00,54520.0,57800.0,-0.9411,-14240.0,240.8333,240.6867,240.6667
192.168.0.4,2022-10-07,2022-10-07 03:45:00+02:00,54540.0,57060.0,-0.9402,-13820.0,240.945,240.8,240.745
192.168.0.4,2022-10-07,2022-10-07 04:00:00+02:00,54100.0,57720.0,-0.9376,-14760.0,240.56,240.44,240.485
192.168.0.4,2022-10-07,2022-10-07 04:15:00+02:00,52600.0,55560.0,-0.9371,-15360.0,240.56,240.33,240.23
192.168.0.4,2022-10-07,2022-10-07 04:30:00+02:00,54340.0,57680.0,-0.939,-14520.0,240.345,239.975,240.08
192.168.0.4,2022-10-07,2022-10-07 04:45:00+02:00,53640.0,57160.0,-0.9378,-15240.0,240.095,239.86,239.975
192.168.0.4,2022-10-07,2022-10-07 05:00:00+02:00,54533.0,58533.0,-0.9437,-14333.0,240.2767,239.9333,240.0
192.168.0.4,2022-10-07,2022-10-07 05:15:00+02:00,50940.0,54500.0,-0.9322,-14140.0,240.41,240.16,240.185
192.168.0.4,2022-10-07,2022-10-07 05:30:00+02:00,58333.0,62320.0,-0.939,-16187.0,239.8733,239.6833,239.7533
192.168.0.4,2022-10-07,2022-10-07 05:45:00+02:00,51240.0,53640.0,-0.925,-15480.0,239.63,239.35,239.46
192.168.0.4,2022-10-07,2022-10-07 06:00:00+02:00,61840.0,65620.0,-0.9556,-12720.0,238.495,238.355,238.555
192.168.0.4,2022-10-07,2022-10-07 06:15:00+02:00,77360.0,79200.0,-0.975,-11720.0,238.435,238.38,238.24
192.168.0.4,2022-10-07,2022-10-07 06:30:00+02:00,82853.0,85133.0,-0.9736,-13307.0,238.5033,238.2167,238.3533
192.168.0.4,2022-10-07,2022-10-07 06:45:00+02:00,73920.0,75960.0,-0.963,-15260.0,238.145,237.88,238.18
192.168.0.4,2022-10-07,2022-10-07 07:00:00+02:00,100640.0,103920.0,-0.9822,-12960.0,237.575,237.485,237.435
192.168.0.4,2022-10-07,2022-10-07 07:15:00+02:00,98940.0,98840.0,-0.9826,-10360.0,237.665,237.575,237.735
192.168.0.4,2022-10-07,2022-10-07 07:30:00+02:00,109293.0,111987.0,-0.9812,-12507.0,237.6467,237.7,238.08
192.168.0.4,2022-10-07,2022-10-07 07:45:00+02:00,123800.0,126880.0,-0.9891,-9460.0,237.47,237.335,237.765
192.168.0.4,2022-10-07,2022-10-07 08:00:00+02:00,113587.0,114533.0,-0.9888,-9453.0,237.54,237.19,237.5867
192.168.0.4,2022-10-07,2022-10-07 08:15:00+02:00,103800.0,106140.0,-0.9845,-12660.0,236.8,237.095,237.32
192.168.0.4,2022-10-07,2022-10-07 08:30:00+02:00,103867.0,104880.0,-0.9831,-11720.0,236.9433,237.0333,237.2267
192.168.0.4,2022-10-07,2022-10-07 08:45:00+02:00,120440.0,120040.0,-0.9882,-11220.0,236.87,236.92,237.005
192.168.0.4,2022-10-07,2022-10-07 09:00:00+02:00,108053.0,109987.0,-0.9835,-13440.0,237.59,237.41,237.6067
192.168.0.4,2022-10-07,2022-10-07 09:15:00+02:00,104580.0,106000.0,-0.9837,-13640.0,237.87,237.56,237.93
192.168.0.4,2022-10-07,2022-10-07 09:30:00+02:00,117560.0,118000.0,-0.987,-14360.0,238.15,237.47,237.98
192.168.0.4,2022-10-07,2022-10-07 09:45:00+02:00,100720.0,106240.0,-0.9772,-13100.0,239.19,238.6,239.055
192.168.0.4,2022-10-07,2022-10-07 10:00:00+02:00,97907.0,99427.0,-0.9783,-12080.0,239.6733,239.2733,239.2433
192.168.0.4,2022-10-07,2022-10-07 10:15:00+02:00,104060.0,105000.0,-0.9868,-10700.0,239.68,239.29,239.37
192.168.0.4,2022-10-07,2022-10-07 10:30:00+02:00,77333.0,80387.0,-0.9694,-12307.0,240.35,239.9,240.1533
192.168.0.4,2022-10-07,2022-10-07 10:45:00+02:00,66800.0,70600.0,-0.9524,-12800.0,240.685,240.53,240.44
192.168.0.4,2022-10-07,2022-10-07 11:00:00+02:00,71013.0,74933.0,-0.9475,-13747.0,240.6967,240.7667,240.34
192.168.0.4,2022-10-07,2022-10-07 11:15:00+02:00,65060.0,68540.0,-0.951,-13260.0,240.845,240.41,240.585
192.168.0.4,2022-10-07,2022-10-07 11:30:00+02:00,58920.0,61613.0,-0.9413,-14067.0,240.39,239.99,240.1033
192.168.0.4,2022-10-07,2022-10-07 11:45:00+02:00,61580.0,65920.0,-0.9447,-14560.0,240.17,239.97,239.87
192.168.0.4,2022-10-07,2022-10-07 12:00:00+02:00,50140.0,54680.0,-0.9166,-13740.0,237.635,237.47,237.41
192.168.0.4,2022-10-07,2022-10-07 12:15:00+02:00,51900.0,56460.0,-0.9244,-15560.0,237.2,237.185,236.845
192.168.0.4,2022-10-07,2022-10-07 12:30:00+02:00,45947.0,53027.0,-0.902,-14400.0,236.9333,236.6867,236.6767
192.168.0.4,2022-10-07,2022-10-07 12:45:00+02:00,48620.0,51640.0,-0.9192,-14960.0,236.925,236.565,236.82
192.168.0.4,2022-10-07,2022-10-07 13:00:00+02:00,43940.0,48460.0,-0.9285,-12520.0,238.03,237.64,238.06
192.168.0.4,2022-10-07,2022-10-07 13:15:00+02:00,54640.0,52840.0,-0.937,-12360.0,238.48,238.3,238.38
